"ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","TotalPrkng","MaintFee","TypeDwel","Bylaw Restrictions","# of Kitchens","# of Pets","# or % of Rentals Allowed","Title to Land","Area","Bath Ensuite # Of Pcs","Bath1 #Pcs","Bath1 Ensuite?","Bath1 Level","Bath2 #Pcs","Bath2 Ensuite?","Bath2 Level","Bath3 #Pcs","Bath3 Ensuite?","Bath3 Level","Bath4 #Pcs","Bath4 Ensuite?","Bath4 Level","Bath5 #Pcs","Bath5 Ensuite?","Bath5 Level","Bath6 #Pcs","Bath6 Ensuite?","Bath6 Level","Bath7 #Pcs","Bath7 Ensuite?","Bath7 Level","Bath8 #Pcs","Bath8 Ensuite?","Bath8 Level","Baths Concatenation","Bds In Bsmt","Bds Not In Bsmt","City","Complex/Subdivision Name","Concatenated Rooms","Confirm Sold Date","Cumulative DOM","Cumulative DOMLS","Days On MLS","Dwelling Classification","Entry Date","Entry Date Delay","Expiry Date","Fireplaces","Floor Area - Unfinished","Floor Area Fin - Abv Main","Floor Area Fin - Basement","Floor Area Fin - BLW Main","Floor Area Fin - Main Flr","Floor Area Fin - Total","Full Baths","Full Height","General Date","Geocode Quality","GST Incl","Half Baths","How Sold","Jurisdiction","Land Lease Expiry Year","List Price","Measurement Type","Member Board Affiliation","Municipality","Neighborhood Code","No. Floor Levels","Postal Code","Price Date","Price Per SQFT","Processed Date","Prop Type","Property Disclosure","Province","Region","Restricted Age","Room 1 Dimension 1","Room 1 Dimension 2","Room 1 Level","Room 1 Type","Room 10 Dimension 1","Room 10 Dimension 2","Room 10 Level","Room 10 Type","Room 11 Dimension 1","Room 11 Dimension 2","Room 11 Level","Room 11 Type","Room 12 Dimension 1","Room 12 Dimension 2","Room 12 Level","Room 12 Type","Room 13 Dimension 1","Room 13 Dimension 2","Room 13 Level","Room 13 Type","Room 14 Dimension 1","Room 14 Dimension 2","Room 14 Level","Room 14 Type","Room 15 Dimension 1","Room 15 Dimension 2","Room 15 Level","Room 15 Type","Room 16 Dimension 1","Room 16 Dimension 2","Room 16 Level","Room 16 Type","Room 17 Dimension 1","Room 17 Dimension 2","Room 17 Level","Room 17 Type","Room 18 Dimension 1","Room 18 Dimension 2","Room 18 Level","Room 18 Type","Room 19 Dimension 1","Room 19 Dimension 2","Room 19 Level","Room 19 Type","Room 2 Dimension 1","Room 2 Dimension 2","Room 2 Level","Room 2 Type","Room 20 Dimension 1","Room 20 Dimension 2","Room 20 Level","Room 20 Type","Room 3 Dimension 1","Room 3 Dimension 2","Room 3 Level","Room 3 Type","Room 4 Dimension 1","Room 4 Dimension 2","Room 4 Level","Room 4 Type","Room 5 Dimension 1","Room 5 Dimension 2","Room 5 Level","Room 5 Type","Room 6 Dimension 1","Room 6 Dimension 2","Room 6 Level","Room 6 Type","Room 7 Dimension 1","Room 7 Dimension 2","Room 7 Level","Room 7 Type","Room 8 Dimension 1","Room 8 Dimension 2","Room 8 Level","Room 8 Type","Room 9 Dimension 1","Room 9 Dimension 2","Room 9 Level","Room 9 Type","Room Type Search","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","SP/OLP Ratio","Storeys in Building","Title Search","Tot Units in Strata Plan","Units in Development","Zoning"
"R3022482","A","66 6449 BLACKWOOD LANE","H73","$689,900","7/3/2025","41","3","3","1,474","2005","20","4","$356.53","Townhouse","PETR, RENY","1","2","100","Freehold Strata","Sardis","3","2","No","Main",,"No",,,"No",,,"No",,"3","Yes","Above",,"No",,,"No",,,"No",,"9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|","0","3","Chilliwack","Cedar Park","|LVGRMMN|KITCHMN|DINRMMN|LAUNDMN|FOYERMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|",,"41",,,"Attached","7/3/2025 12:16 PM",,"10/31/2025","1","0","769","0","0","705","1,474","2",,"7/3/2025",,,"1",,,,"$689,900",,"Chilliwack & District Real Estate Board",,,"2","V2R 5X5","8/6/2025","$468.05",,"Residential Attached","Yes","BC","Chilliwack",,"18'3","12'7","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'11","8'0","Main","Kitchen",,,,,"9'10","15'8","Main","Dining Room","7'10","5'0","Main","Laundry","14'8","5'0","Main","Foyer","14'1","11'7","Above","Primary Bedroom","8'0","5'0","Above","Walk-In Closet","11'6","14'0","Above","Bedroom","13'11","9'5","Above","Bedroom",,,,,,,,"No",,"86","R4"
"R2995577","T","15 6029 PROMONTORY ROAD","H73","$689,900","4/30/2025","34","3","3","1,773","2019","6","3","$300.00","Townhouse","PETR","1","2",,"First Nations Lease","Sardis","4","2","No","Main","4","No","Above","4","Yes","Above",,,,,,,,,,,,,,,,,"0","3","Chilliwack","Wealick Place","|KITCHMN|DINRMMN|LVGRMMN|BDRMABV|BDRMABV|PBDRMABV|WICLOABV|FOYERBLW|RECRMBLW|",,"34",,,"Attached","4/30/2025 3:53 PM",,"6/3/2025",,"0","753","320","0","700","1,773","2",,"6/3/2025",,,"1",,"CITY OF CHILLIWACK","2144","$689,900","Feet","Chilliwack & District Real Estate Board","Chilliwack",,"3","V2R 6B1","5/9/2025","$389.11",,"Residential Attached","No","BC","Chilliwack",,"14'4","12'4","Main","Kitchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20'3","9'10","Main","Dining Room",,,,,"20'7","16'5","Main","Living Room","10'11","10'4","Above","Bedroom","9'3","10'11","Above","Bedroom","14'1","17'6","Above","Primary Bedroom","5'10","6'0","Above","Walk-In Closet","5'7","4'9","Below","Foyer","20'1","7'2","Below","Recreation Room",,,,,,,,"No","18","18","RS3"
"R3004118","F","18 6449 BLACKWOOD LANE","H73","$690,000","5/20/2025","3","3","3","1,491","2004","21","4","$357.00","Townhouse","PETY","1",,,"Freehold Strata","Sardis","6","2","No","Main","3","Yes","Above","3","No","Above",,"No",,,"No",,,"No",,,"No",,,"No",,"|1BATH2|2BATH3|3BATH3|","0","3","Chilliwack","CEDAR PARK","|KITCHMN|LVGRMMN|FOYERMN|LAUNDMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|","5/23/2025","3","3","3","Attached","5/20/2025 9:15 AM",,"8/22/2025","1","0","591","0","0","900","1,491","2",,"5/23/2025",,,"1","NOT USED",,,"$699,900","Feet","Chilliwack & District Real Estate Board",,,"2","V2R 5X5","6/6/2025","$462.78","6/6/2025","Residential Attached","Yes","BC","Chilliwack",,"18'9","11'","Main","Kitchen","9'6","14'","Above","Bedroom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18'","12'3","Main","Living Room",,,,,"15'","5'","Main","Foyer","8'","5'","Main","Laundry",,,,,,,,,"16'","11'7","Above","Primary Bedroom","8'","5'","Above","Walk-In Closet","13'","11'8","Above","Bedroom",,"5/23/2025","$690,000","$462.78","0.99","0.99",,"No",,,"R4"
"R3032363","A","8 6449 BLACKWOOD LANE","H73","$690,000","7/27/2025","17","3","3","1,561","2005","20","2","$356.65","Townhouse","PETR","1",,,"Freehold Strata","Sardis","4","2","No","Main","4","Yes","Above","4","No","Above",,,,,,,,,,,,,,,,,"0","3","Chilliwack",,"|FOYERMN|LVGRMMN|DINRMMN|KITCHMN|LAUNDMN|PBDRMABV|BDRMABV|PBDRMABV|",,"17",,,"Attached","7/30/2025 3:53 PM",,"1/27/2026","1","0","819","0","0","742","1,561","2",,"7/27/2025",,,"1",,,,"$690,000",,"Real Estate Board of Greater Vancouver",,,"2","V2R 5X5","7/30/2025","$442.02",,"Residential Attached","Yes","BC","Chilliwack",,"14'10","5'2","Main","Foyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18'1","11'3","Main","Living Room",,,,,"15'10","8'10","Main","Dining Room","10'5","9'2","Main","Kitchen","7'11","5'","Main","Laundry","14'5","11'9","Above","Primary Bedroom","13'1","11'7","Above","Bedroom","14'1","9'5","Above","Primary Bedroom",,,,,,,,,,,,"Yes",,,"R4"
"R3022837","A","62 5556 PEACH ROAD","H78","$694,900","7/4/2025","40","3","3","1,910","2005","20","4","$395.00","Townhouse","PETR","1","2",,"Freehold Strata","Sardis","3","3","No","Above",,"No",,,"No",,,"No",,"3","Yes","Above",,"No",,,"No",,,"No",,"9BATH2|9BATH2|9BATH2|9BATH2|9BATH2|","0","3","Chilliwack","The Gables at Riverbend","|LVGRMMN|DINRMMN|KITCHMN|DENMN|PANTRMN|FOYERMN|PBDRMABV|BDRMABV|BDRMABV|LAUNDABV|RECRMBLW|STOREBLW|",,"40",,,"Attached","7/4/2025 2:55 PM",,"1/4/2026","1","0","755","0","395","760","1,910","2",,"7/4/2025",,,"1",,,,"$694,900",,"Fraser Valley Real Estate Board",,,"3","V2R 5X4","7/3/2025","$363.82",,"Residential Attached","Yes","BC","Chilliwack",,"15'4","19'3","Main","Living Room","7'5","5'2","Above","Laundry","17'","19'3","Below","Recreation Room","8'9","6'11","Below","Storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10'6","10'9","Main","Dining Room",,,,,"11'11","8'4","Main","Kitchen","9'11","8'2","Main","Den","3'2","3'2","Main","Pantry","3'11","3'4","Main","Foyer","13'6","14'","Above","Primary Bedroom","12'6","9'5","Above","Bedroom","11'10","9'5","Above","Bedroom",,,,,,,,"No","77",,"R4-A"
"R3000420","T","41 5837 SAPPERS WAY","H78","$694,900","5/8/2025","32","3","3","1,979","2007","18","2","$459.02","Townhouse","PETY, RENY","1","2","100","Freehold Strata","Sardis","3","4","No","Above","3","Yes","Above","4","No","Below",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack",,"|KITCHMN|LVGRMMN|DINRMMN|RECRMBLW|FOYERBLW|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|LAUNDABV|",,"32",,,"Attached","5/8/2025 2:13 PM",,"6/9/2025","1","0","745","0","481","753","1,979","3",,"6/9/2025",,,"0",,,,"$694,900","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0G4","5/8/2025","$351.14",,"Residential Attached","Yes","BC","Chilliwack",,"15'3","12'2","Main","Kitchen","8'5","4'11","Above","Laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19'2","15'1","Main","Living Room",,,,,"19'2","11'9","Main","Dining Room","19'1","14'6","Below","Recreation Room","7'7","6'9","Below","Foyer","13'7","12'10","Above","Primary Bedroom","6'","4'4","Above","Walk-In Closet","12'1","9'2","Above","Bedroom","11'4","9'10","Above","Bedroom",,,,,,,"3","No",,,"R4"
"R2947469","T","205 46150 THOMAS ROAD","H79","$699,000","11/28/2024","208","3","3","1,487","2022","3","2","$306.67","Townhouse","PETR, RENY","1",,,"First Nations Lease","Sardis","4","1","No","Main","4","No","Above","4","Yes","Above",,,,,,,,"No",,,"No",,,,,"9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|","0","3","Chilliwack","Base 10","|FOYERBLW|DENBST|LVGRMMN|DINRMMN|KITCHMN|PBDRMMN|WICLOMN|BDRMMN|BDRMMN|",,"208",,,"Attached","11/28/2024 2:11 PM",,"6/24/2025","1","0","673","0","201","613","1,487","2",,"6/24/2025",,,"1",,,"2127","$699,000",,"Fraser Valley Real Estate Board",,,"3","V2R 6H3","11/27/2024","$470.07",,"Residential Attached","Yes","BC","Chilliwack",,"3'6","11'","Below","Foyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8'10","9'6","Bsmt","Den",,,,,"12'","15'","Main","Living Room","9'","15'","Main","Dining Room","10'","15'","Main","Kitchen","10'5","12'8","Main","Primary Bedroom","4'8","6'","Main","Walk-In Closet","8'3","10'8","Main","Bedroom","11'5","8'1","Main","Bedroom",,,,,,,,"No",,,"R4"
"R3026342","A","4 7140 MAITLAND AVENUE","H71","$699,000","7/15/2025","29","3","3","1,861","2020","5","2","$390.00","Townhouse","PETY, PETR","1","1",,"Freehold Strata","Sardis","3","2","No","Main",,"No",,,"No",,,"No",,"3","Yes","Above",,"No",,,"No",,,"No",,"9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|","0","3","Chilliwack","Cascara Village","|DINRMMN|KITCHMN|LVGRMMN|FOYERMN|PBDRMABV|BDRMABV|BDRMABV|LAUNDABV|WICLOABV|RECRMBST|UTILBST|NOOKBST|",,"29",,,"Attached","7/16/2025 10:57 AM",,"12/31/2025","1","0","756","550","0","555","1,861","2",,"7/15/2025",,,"1",,,,"$699,000",,"Fraser Valley Real Estate Board",,,"3","V2R 6C9","7/14/2025","$375.60",,"Residential Attached","Yes","BC","Chilliwack",,"10'5","7'7","Main","Dining Room","21'4","12'5","Bsmt","Recreation Room","3'5","12'6","Bsmt","Utility","10'5","22'7","Bsmt","Nook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10'5","15'5","Main","Kitchen",,,,,"10'11","13'4","Main","Living Room","7'2","12'1","Main","Foyer","13'2","10'11","Above","Primary Bedroom","10'3","9'4","Above","Bedroom","10'9","12'11","Above","Bedroom","5'5","2'6","Above","Laundry","5'2","5'10","Above","Walk-In Closet",,,,,,,"3","No","22",,"R4-A"
"R2976114","X","15 7428 EVANS ROAD","H71","$699,000","3/10/2025","93","3","3","1,732","2012","13","3","$315.00","Townhouse","PETR, RENY","1",,,"Freehold Strata","Sardis","6","2","No","Main","3","Yes","Above","4","No","Above",,,,,,,,,,,,,,,,"|1BATH2|2BATH3|3BATH4|","0","3","Chilliwack","Evans Countryside Estates","|LVGRMMN|KITCHMN|PBDRMABV|BDRMABV|BDRMABV|RECRMBLW|",,"316",,,"Attached","3/11/2025 10:01 AM",,"6/10/2025","1","0","686","0","294","752","1,732","2",,"6/10/2025",,,"1",,,,"$699,000","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0S5","3/10/2025","$403.58",,"Residential Attached","Yes","BC","Chilliwack",,"21'3","17'7","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'2","15'3","Main","Kitchen",,,,,"12'6","14'","Above","Primary Bedroom","9'6","9'7","Above","Bedroom","11'3","11'10","Above","Bedroom","21'2","11'3","Below","Recreation Room",,,,,,,,,,,,,,,,,,,,"No",,"27","R4"
"R3026475","A","216 46211 PROMONTORY ROAD","H73","$699,800","7/14/2025","30","3","4","1,989","2023","2","3","$85.00","Row House (Non-Strata)","PETY","1",,,"First Nations Lease","Sardis","4","2","No","Main","3","No","Below","4","Yes","Above","4","No","Above",,,,,,,,,,,,,,"0","3","Chilliwack","Ironhorse","|LVGRMMN|KITCHMN|DINRMMN|FAMRMBLW|PBDRMABV|BDRMABV|BDRMABV|WICLOABV|LAUNDABV|FOYERABV2|",,"170",,,"Attached","7/15/2025 9:13 AM",,"11/30/2025","1","0","742","0","422","728","1,989","3",,"7/14/2025",,,"1",,,"2133","$699,800",,"Chilliwack & District Real Estate Board",,,"4","V2R 6E4","8/5/2025","$351.84",,"Residential Attached","Yes","BC","Chilliwack",,"17'4","15'9","Main","Living Room","5'11","4'9","Abv Main 2","Foyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10'","14'3","Main","Kitchen",,,,,"13'3","15'4","Main","Dining Room","14'8","11'10","Below","Family Room","11'1","11'6","Above","Primary Bedroom","11'3","9'11","Above","Bedroom","9'5","8'11","Above","Bedroom","5'5","5'2","Above","Walk-In Closet","5'4","3'6","Above","Laundry",,,,,,,,"No",,,"MU1"
"R3021238","A","23 45615 TAMIHI WAY","H78","$699,900","6/30/2025","44","3","3","1,603","2016","9","4","$398.12","Townhouse","PETR, RENY","1","2",,"Freehold Strata","Sardis","3","4","No","Above","3","Yes","Above","4","No","Below",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","Edgemont","|LVGRMMN|DINRMMN|KITCHMN|EATARMN|PBDRMABV|BDRMABV|BDRMABV|LAUNDABV|FAMRMBLW|FOYERBLW|",,"44",,,"Attached","6/30/2025 1:00 PM",,"12/31/2025","1","0","605","0","323","675","1,603","3",,"6/30/2025",,,"0",,,,"$699,900",,"Chilliwack & District Real Estate Board",,,"3","V2R 0X4","6/30/2025","$436.62",,"Residential Attached","Yes","BC","Chilliwack",,"15'4","16'5","Main","Living Room",,,,,"10'10","13'8","Below","Family Room","3'6","9'2","Below","Foyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11'8","9'6","Main","Dining Room",,,,,"12'10","13'6","Main","Kitchen","6'1","10'3","Main","Eating Area",,,,,"11'10","9'7","Above","Primary Bedroom","7'11","10'5","Above","Bedroom","8'4","10'3","Above","Bedroom","3'2","4'9","Above","Laundry",,,,,,,,"No",,,"CD-9"
"R3023586","A","30 45615 TAMIHI WAY","H78","$699,900","7/7/2025","37","3","2","1,583","2016","9","4","$403.46","Townhouse","PETR, RENR","1","2","100","Freehold Strata","Sardis","3","4","No","Above","3","Yes","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack",,"|RECRMBLW|DINRMMN|KITCHMN|LVGRMMN|PBDRMABV|BDRMABV|BDRMABV|LAUNDABV|",,"107",,,"Attached","7/7/2025 11:23 AM",,"1/6/2026","1","0","632","0","260","691","1,583","2",,"7/7/2025",,"Yes","0",,,,"$699,900","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0X4","7/7/2025","$442.14",,"Residential Attached","Yes","BC","Chilliwack",,"18'4","11'2","Below","Recreation Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11'7","9'7","Main","Dining Room",,,,,"16'5","10'1","Main","Kitchen","23'4","14'5","Main","Living Room","11'8","10'2","Above","Primary Bedroom","11'","8'4","Above","Bedroom","10'3","8'4","Above","Bedroom","3'","4'","Above","Laundry",,,,,,,,,,,"3","No","52","52","CD-9"
"R2980122","T","9 6887 SHEFFIELD WAY","H72","$699,900","3/21/2025","67","3","3","1,561","2003","22","1","$300.00","Townhouse","PETR, RENR","1","1",,"Freehold Strata","Sardis","3","2","No","Main",,"No",,,"No",,,"No",,"3","Yes","Main",,"No",,,"No",,,"No",,"9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|","0","3","Chilliwack","Parksfield","|LVGRMMN|DINRMMN|KITCHMN|PBDRMMN|DENMN|BDRMABV|BDRMABV|STUDYABV|",,"67",,,"Attached","3/21/2025 8:38 AM",,"5/27/2025","1","0","546","0","0","1,015","1,561","2",,"5/27/2025",,,"1",,,,"$699,900",,"Chilliwack & District Real Estate Board",,,"2","V2R 5V5","4/30/2025","$448.37",,"Residential Attached","Yes","BC","Chilliwack",,"14'6","12'10","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7'7","8'8","Main","Dining Room",,,,,"10'8","8'8","Main","Kitchen","12'6","13'10","Main","Primary Bedroom","9'","10'10","Main","Den","12'6","12'3","Above","Bedroom","12'6","12'3","Above","Bedroom","4'","3'","Above","Study",,,,,,,,,,,,"No",,"93","CD6"
"R3025108","T","36 46778 HUDSON ROAD","H74","$699,900","7/10/2025","11","4","3","2,124","2008","17","4","$383.89","Townhouse","PETR, RENY","1","2","100","Freehold Strata","Sardis","6","2","Yes","Main","4","Yes","Above","3","No","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","4","Chilliwack",,"|DINRMMN|LVGRMMN|KITCHMN|BDRMMN|FOYERMN|PANTRABV|RECRMBLW|PBDRMABV|WICLOABV|BDRMABV|WICLOABV|BDRMABV|WICLOABV|UTILBLW|",,"11",,,"Attached","7/10/2025 11:30 AM",,"7/21/2025","1","0","855","0","398","871","2,124","2",,"7/21/2025",,,"1",,,,"$699,900","Feet","Fraser Valley Real Estate Board",,,"3","V2R 0K4","7/15/2025","$329.52",,"Residential Attached","Yes","BC","Chilliwack",,"10'10","12'6'","Main","Dining Room","9'4'","10'6'","Above","Bedroom","6'8'","5'6'","Above","Walk-In Closet","9'11'","10'11","Above","Bedroom","3'4'","7'0'","Above","Walk-In Closet","3'0'","5'1'","Below","Utility",,,,,,,,,,,,,,,,,,,,,"12'4'","16'11","Main","Living Room",,,,,"10'11","8'4'","Main","Kitchen","15'8'","12'4'","Main","Bedroom","3'10'","7'1'","Main","Foyer","6'2'","2'6'","Above","Pantry","23'2'","13'4'","Below","Recreation Room","14'6'","11'4'","Above","Primary Bedroom","8'8'","8'5'","Above","Walk-In Closet",,,,,,,,"No",,,"R5"
"R2986422","F","14 44420 SHERRY DRIVE","H73","$705,000","4/4/2025","31","3","3","1,788","2011","14","4","$401.51","Townhouse","PETR, RENY","1",,,"Freehold Strata","Sardis","6","2","No","Main","3","Yes","Above","4","No","Above",,"No",,,"No",,,"No",,,"No",,,"No",,"|1BATH2|2BATH3|3BATH4|","0","3","Chilliwack","Heron's Landing","|KITCHMN|LVGRMMN|DINRMMN|PANTRMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|LAUNDABV|RECRMBLW|UTILBLW|","5/5/2025","31","31","31","Attached","4/4/2025 4:15 PM",,"9/3/2025","1","0","693","0","367","728","1,788","2",,"5/5/2025",,,"1","NOT USED",,,"$719,900","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0R6","5/26/2025","$394.30","5/26/2025","Residential Attached","Yes","BC","Chilliwack",,"17'0","11'9","Main","Kitchen","2'9","5'10","Above","Laundry",,,,,"20'8","11'5","Below","Recreation Room","5'6","20'7","Below","Utility",,,,,,,,,,,,,,,,,,,,,,,,,"16'10","11'5","Main","Living Room",,,,,"16'10","9'5","Main","Dining Room","7'2","4'5","Main","Pantry",,,,,"12'3","13'6","Above","Primary Bedroom","5'10","5'7","Above","Walk-In Closet","9'1","9'10","Above","Bedroom","10'0","8'8","Above","Bedroom",,"5/5/2025","$705,000","$394.30","0.98","0.98",,"No",,,"CD21"
"R3006520","F","1 45190 SOUTH SUMAS ROAD","H73","$705,000","5/26/2025","1","3","3","2,219","2007","18","4","$400.00","Townhouse","PETR","1","2",,"Freehold NonStrata","Sardis","8","4","Yes","Main","4","No","Above","3","No","Below",,"No",,,"No",,,"No",,,"No",,,"No",,"|1BATH4|2BATH4|3BATH3|","0","3","Chilliwack","Casa Linda","|KITCHMN|LVGRMMN|DINRMMN|PBDRMMN|WICLOMN|BDRMABV|BDRMABV|FLEXABV|LVGRMBLW|OTHERBLW|LAUNDBLW|FOYERBLW|","5/27/2025","1","1","1","Attached","5/26/2025 9:39 AM",,"9/25/2025","1","0","739","0","525","955","2,219","3",,"5/27/2025",,,"0","NOT USED",,,"$710,000",,"Chilliwack & District Real Estate Board",,,"3","V2R 0J1","6/9/2025","$317.71","6/9/2025","Residential Attached","Yes","BC","Chilliwack",,"11'10","9'1","Main","Kitchen","11'2","8'10","Below","Other","5'7","5'6","Below","Laundry","12'3","8'10","Below","Foyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16'4","12'11","Main","Living Room",,,,,"13'4","10'1","Main","Dining Room","14'11","14'6","Main","Primary Bedroom","12'6","4'11","Main","Walk-In Closet","16'2","11'5","Above","Bedroom","16'2","11'5","Above","Bedroom","22'7","10'11","Above","Flex Room","13'3","11'11","Below","Living Room",,"5/27/2025","$705,000","$317.71","0.99","0.99",,"No","8",,"R4"
"R3030149","P","4 45526 TAMIHI WAY","H78","$707,000","7/23/2025","7","3","3","1,730","2015","10","2","$304.00","Townhouse","PETR","1",,,"Freehold Strata","Sardis","4","4","No","Above","4","Yes","Above","4","No","Below",,,,,,,,,,,,,,,,,"0","3","Chilliwack",,"|DINRMMN|KITCHMN|LVGRMMN|PBDRMABV|BDRMABV|BDRMBLW|RECRMBLW|STOREBLW|LAUNDBLW|","7/30/2025","36","36","7","Attached","7/23/2025 12:53 PM",,"12/31/2025","1","0","580","0","580","570","1,730","3",,"7/30/2025",,,"0","NOT USED",,,"$739,900","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0Y2","8/12/2025","$408.67","8/12/2025","Residential Attached","Yes","BC","Chilliwack",,"10'4","9'4","Main","Dining Room","6'3","6'6","Below","Laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10'2","14'3","Main","Kitchen",,,,,"13'8","11'8","Main","Living Room","12'8","11'4","Above","Primary Bedroom",,,,,"11'4","9'8","Above","Bedroom","11'","13'4","Below","Bedroom","11'","13'3","Below","Recreation Room","6'8","6'9","Below","Storage",,"7/30/2025","$707,000",,,,,"Yes",,,"CD-9"
"R2997600","T","6 6887 SHEFFIELD WAY","H72","$709,000","5/5/2025","29","3","3","1,598","2003","22","2","$300.00","Townhouse","PETR","1","1",,"Freehold Strata","Sardis","3","3","Yes","Main","2","No","Main",,"No",,,"No",,"3","No","Above",,"No",,,"No",,,"No",,,"0","3","Chilliwack","PARKSFIELD","|LVGRMMN|DINRMMN|KITCHMN|OFFICMN|PBDRMMN|BDRMABV|BDRMABV|STUDYABV|",,"29",,,"Attached","5/5/2025 10:27 AM",,"6/3/2025","1","0","562","0","0","1,036","1,598","2",,"6/3/2025",,,"1",,,,"$709,000","Feet","Fraser Valley Real Estate Board",,,"2","V2R 5V5","5/21/2025","$443.68",,"Residential Attached","Yes","BC","Chilliwack",,"12'9","14'4","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8'7","9'5","Main","Dining Room",,,,,"8'7","9'4","Main","Kitchen","10'8","8'11","Main","Office","21'4","12'4","Main","Primary Bedroom",,,,,"16'3","12'4","Above","Bedroom","13'9","12'4","Above","Bedroom","4'5","3'5","Above","Study",,,,,,,,"No",,"93","CD-7"
"R3018508","A","50 46360 VALLEYVIEW ROAD","H74","$709,888","6/20/2025","54","4","4","2,666","1996","29","2","$568.93","Townhouse","PETR, RENR","1","2",,"Freehold Strata","Sardis","5","2","No","Main","5","Yes","Above","4","No","Above","4","No","Bsmt",,"No",,,"No",,,"No",,,"No",,,"1","3","Chilliwack","Apple Creek","|LVGRMMN|DINRMMN|KITCHMN|FAMRMMN|LAUNDMN|EATARMN|PBDRMABV|BDRMABV|BDRMABV|RECRMBST|GAMESBST|BDRMBST|",,"54",,,"Attached","6/23/2025 3:16 PM",,"10/31/2025","1","0","788","939","0","939","2,666","3",,"6/20/2025",,,"1",,,,"$709,888","Feet","Fraser Valley Real Estate Board",,,"3","V2R 5L7","7/10/2025","$266.27",,"Residential Attached","No","BC","Chilliwack",,"15'","13'","Main","Living Room",,,,,,,,,,,,,"23'3","16'2","Bsmt","Recreation Room","14'","11'9","Bsmt","Games Room","14'1","10'10","Bsmt","Bedroom",,,,,,,,,,,,,,,,,"13'","9'4","Main","Dining Room",,,,,"9'6","7'9","Main","Kitchen","10'10","17'9","Main","Family Room","10'5","10'8","Main","Laundry","9'6","5'7","Main","Eating Area","13'11","11'2","Above","Primary Bedroom","11'9","8'11","Above","Bedroom","11'5","11'4","Above","Bedroom",,,,,,,,"No","175","175","R5"
